Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1147,SP,Industrials,Specialty Business Services,NASDAQ,104.58,81,83,94,70
1148,ACN,Technology,Information Technology Services,NYSE,104.58,81,84,80,80
1149,MFC,Financial Services,Insurance—Life,NYSE,104.57,81,74,72,58
1150,COMP,Technology,Software—Application,NYSE,104.49,81,91,20,67
1151,PBR,Energy,Oil & Gas Integrated,NYSE,104.48,81,87,83,85
1152,RHP,Real Estate,REIT—Hotel & Motel,NYSE,104.44,81,83,80,45
1153,BAM,Financial Services,Asset Management,NYSE,104.43,81,85,75,80
1154,HST,Real Estate,REIT—Hotel & Motel,NASDAQ,104.4,81,72,72,40
1155,EMR,Industrials,Specialty Industrial Machinery,NYSE,104.37,81,53,44,83
1156,GATEW,Financial Services,Shell Companies,NASDAQ,104.37,81,6,1,79
1157,AVDX,Technology,Software—Infrastructure,NASDAQ,104.36,81,78,79,72
1158,VVV,Energy,Oil & Gas Refining & Marketing,NYSE,104.33,81,65,54,52
1159,CENTA,Consumer Defensive,Packaged Foods,NASDAQ,104.31,81,48,60,71
1160,LSTA,Healthcare,Biotechnology,NASDAQ,104.28,81,32,22,5
1161,AUR,Technology,Information Technology Services,NASDAQ,104.26,81,95,89,98
1162,SMFG,Financial Services,Banks—Diversified,NYSE,104.24,81,73,83,93
1163,BBSI,Industrials,Staffing & Employment Services,NASDAQ,104.23,81,81,86,72
1164,AMKR,Technology,Semiconductors,NASDAQ,104.23,81,87,81,33
1165,CW,Industrials,Aerospace & Defense,NYSE,104.2,81,80,85,85
1166,ABNB,Consumer Cyclical,Travel Services,NASDAQ,104.2,81,80,76,90
1167,ISTR,Financial Services,Banks—Regional,NASDAQ,104.19,81,90,21,18
1168,ICAD,Healthcare,Medical Devices,NASDAQ,104.18,81,16,32,94
1169,SCOR,Communication Services,Internet Content & Information,NASDAQ,104.17,81,82,20,9
1170,ONON,Consumer Cyclical,Apparel Retail,NYSE,104.11,81,33,86,91
1171,ICLK,Communication Services,Advertising Agencies,NASDAQ,104.08,80,95,97,15
1172,ITUB,Financial Services,Banks—Regional,NYSE,104.08,80,81,90,74
1173,VVI,Industrials,Specialty Business Services,NYSE,104.08,80,87,89,58
1174,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,103.99,80,92,99,96
1175,FTNT,Technology,Software—Infrastructure,NASDAQ,103.94,80,75,29,73
1176,TGH,Industrials,Rental & Leasing Services,NYSE,103.94,80,80,94,81
1177,ESBA,Real Estate,REIT—Office,NYSE ARCA,103.94,80,83,86,86
1178,PBH,Healthcare,Medical Distribution,NYSE,103.92,80,41,63,55
1179,RUSHA,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,103.89,80,81,72,77
1180,ALV,Consumer Cyclical,Auto Parts,NYSE,103.89,80,81,80,85
1181,REGN,Healthcare,Biotechnology,NASDAQ,103.87,80,79,72,77
1182,LAZ,Financial Services,Capital Markets,NYSE,103.83,80,86,37,51
1183,ALTR,Technology,Software—Infrastructure,NASDAQ,103.82,80,91,81,74
1184,DAWN,Healthcare,Biotechnology,NASDAQ,103.82,80,63,18,27
1185,CPRT,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,103.78,80,79,89,89
1186,MNTX,Industrials,Farm & Heavy Construction Machinery,NASDAQ,103.77,80,95,96,45
1187,XYL,Industrials,Specialty Industrial Machinery,NYSE,103.72,80,73,67,39
1188,CWCO,Utilities,Utilities—Regulated Water,NASDAQ,103.71,80,93,98,97
1189,NBTX,Healthcare,Biotechnology,NASDAQ,103.7,80,97,79,99
1190,MOH,Healthcare,Healthcare Plans,NYSE,103.69,80,71,88,71
1191,RRX,Industrials,Specialty Industrial Machinery,NYSE,103.68,80,71,26,75
1192,HRT,Industrials,Staffing & Employment Services,NYSE,103.64,80,83,91,18
1193,AMNB,Financial Services,Banks—Regional,NASDAQ,103.64,80,84,89,87
1194,SNDX,Healthcare,Biotechnology,NASDAQ,103.62,80,69,23,21
1195,ICFI,Industrials,Consulting Services,NASDAQ,103.62,80,78,85,81
1196,IMMP,Healthcare,Biotechnology,NASDAQ,103.61,80,69,64,55
1197,SONO,Technology,Consumer Electronics,NASDAQ,103.61,80,64,57,21
1198,OC,Industrials,Building Products & Equipment,NYSE,103.6,80,88,88,95
1199,AXNX,Healthcare,Medical Devices,NASDAQ,103.53,80,80,58,72
1200,CPLP,Industrials,Marine Shipping,NASDAQ,103.5,80,88,44,59
1201,WSR,Real Estate,REIT—Retail,NYSE,103.49,80,86,85,62
1202,WIMI,Communication Services,Advertising Agencies,NASDAQ,103.48,80,14,15,14
1203,AMPS,Utilities,Utilities—Renewable,NYSE,103.43,80,34,22,42
1204,ASGN,Technology,Information Technology Services,NYSE,103.42,80,73,80,49
1205,AMP,Financial Services,Asset Management,NYSE,103.41,80,79,75,81
1206,KMPR,Financial Services,Insurance—Property & Casualty,NYSE,103.4,80,82,35,46
1207,HD,Consumer Cyclical,Home Improvement Retail,NYSE,103.39,80,75,65,74
1208,TRGP,Energy,Oil & Gas Midstream,NYSE,103.37,80,59,80,85
1209,AIP,Technology,Semiconductors,NASDAQ,103.37,80,61,34,90
1210,LMFA,Financial Services,Credit Services,NASDAQ,103.35,80,23,8,16
1211,FTI,Energy,Oil & Gas Equipment & Services,NYSE,103.32,80,69,91,97
1212,LMAT,Healthcare,Medical Instruments & Supplies,NASDAQ,103.3,80,71,55,67
1213,XENE,Healthcare,Biotechnology,NASDAQ,103.27,80,83,55,48
1214,ALX,Real Estate,REIT—Retail,NYSE,103.27,80,74,43,58
1215,WES,Energy,Oil & Gas Midstream,NYSE,103.26,80,51,78,51
1216,TRI,Industrials,Specialty Business Services,NYSE,103.26,80,79,83,73
1217,AIG,Financial Services,Insurance—Diversified,NYSE,103.26,80,78,82,74
1218,DBRG,Real Estate,REIT—Diversified,NYSE,103.25,80,89,79,89
1219,AIO,Financial,Closed-End Fund - Equity,NYSE,103.19,80,77,65,77
1220,AZO,Consumer Cyclical,Specialty Retail,NYSE,103.18,80,69,75,73
1221,OABI,Healthcare,Biotechnology,NASDAQ,103.16,80,87,76,84
1222,SANM,Technology,Electronic Components,NASDAQ,103.16,80,70,30,43
1223,AUVIP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,103.13,80,24,3,0
1224,CE,Basic Materials,Chemicals,NYSE,103.12,80,84,87,83
1225,RPM,Basic Materials,Specialty Chemicals,NYSE,103.09,80,74,79,76
1226,USM,Communication Services,Telecom Services,NYSE,103.09,80,92,98,99
1227,TNDM,Healthcare,Medical Devices,NASDAQ,103.06,80,35,16,13
1228,LPX,Industrials,Building Products & Equipment,NYSE,103.05,80,59,67,51
1229,LYV,Communication Services,Entertainment,NYSE,103.04,80,68,71,65
1230,GTEC,Industrials,Specialty Industrial Machinery,NASDAQ,103.04,80,95,49,98
1231,FBIN,Industrials,Building Products & Equipment,NYSE,103.03,80,80,84,77
1232,IDCC,Communication Services,Telecom Services,NASDAQ,103.03,80,87,95,89
1233,PFX,Financial Services,Asset Management,NASDAQ,103.01,80,82,67,69
1234,SLQT,Financial Services,Insurance Brokers,NYSE,103.0,79,26,75,68
1235,FFIV,Technology,Software—Infrastructure,NASDAQ,103.0,79,81,80,73
1236,PI,Technology,Communication Equipment,NASDAQ,102.99,79,87,39,8
1237,FL,Consumer Cyclical,Apparel Retail,NYSE,102.96,79,52,78,7
1238,FANG,Energy,Oil & Gas E&P,NASDAQ,102.96,79,47,66,82
1239,VRA,Consumer Cyclical,Footwear & Accessories,NASDAQ,102.94,79,80,89,93
1240,GOLF,Consumer Cyclical,Leisure,NYSE,102.9,79,78,78,80
1241,ZVRA,Healthcare,Biotechnology,NASDAQ,102.88,79,79,66,66
1242,STOK,Healthcare,Biotechnology,NASDAQ,102.81,79,17,10,6
1243,ACVA,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,102.78,79,41,83,92
1244,RDY,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,102.78,79,75,85,88
1245,QVCD,n/a,n/a,NYSE,102.78,79,79,32,23
1246,TFII,Industrials,Trucking,NYSE,102.77,79,74,50,88
1247,ONDS,Technology,Communication Equipment,NASDAQ,102.72,79,96,69,9
1248,NX,Industrials,Building Products & Equipment,NYSE,102.72,79,82,88,85
1249,GOODN,Real Estate,REIT—Diversified,NASDAQ,102.72,79,66,67,67
1250,DESP,Consumer Cyclical,Travel Services,NYSE,102.71,79,88,89,89
1251,BN,Financial Services,Asset Management,NYSE,102.69,79,78,74,68
1252,SGH,Technology,Semiconductors,NASDAQ,102.67,79,79,26,90
1253,OPT,Healthcare,Biotechnology,NASDAQ,102.67,79,73,28,7
1254,TELZ,n/a,n/a,NYSE MKT,102.67,79,45,7,39
1255,LEVI,Consumer Cyclical,Apparel Manufacturing,NYSE,102.66,79,64,59,28
1256,JWN,Consumer Cyclical,Department Stores,NYSE,102.65,79,63,34,18
1257,STNG,Energy,Oil & Gas Midstream,NYSE,102.64,79,85,74,70
1258,NGMS,Consumer Cyclical,Gambling,NASDAQ,102.62,79,92,93,96
1259,CBRGU,Financial Services,Shell Companies,NASDAQ,102.62,79,47,62,62
1260,ADSK,Technology,Software—Application,NASDAQ,102.61,79,83,72,72
1261,WAT,Healthcare,Diagnostics & Research,NYSE,102.6,79,73,53,34
1262,CSTR,Financial Services,Banks—Regional,NASDAQ,102.58,79,79,86,37
1263,ETRN,Energy,Oil & Gas Midstream,NYSE,102.58,79,89,88,85
1264,TXT,Industrials,Aerospace & Defense,NYSE,102.54,79,74,73,79
1265,ESRT,Real Estate,REIT—Diversified,NYSE,102.53,79,78,86,88
1266,WT,Financial Services,Asset Management,NYSE,102.53,79,64,61,84
1267,MTG,Financial Services,Insurance—Specialty,NYSE,102.53,79,81,84,87
1268,ASMB,Healthcare,Biotechnology,NASDAQ,102.52,79,30,15,19
1269,AER,Industrials,Rental & Leasing Services,NYSE,102.5,79,84,81,77
1270,BUR,Financial Services,Asset Management,NYSE,102.48,79,83,89,97
1271,BR,Technology,Information Technology Services,NYSE,102.48,79,81,88,89
1272,FHTX,Healthcare,Biotechnology,NASDAQ,102.45,79,7,13,58
1273,BCPC,Basic Materials,Specialty Chemicals,NASDAQ,102.45,79,71,47,55
1274,ADX,Financial Services,Asset Management,NYSE,102.42,79,79,81,79
1275,FTV,Technology,Scientific & Technical Instruments,NYSE,102.41,79,81,43,84
1276,BNRE,Financial Services,Insurance—Reinsurance,NYSE,102.4,79,77,63,49
1277,CELU,Healthcare,Biotechnology,NASDAQ,102.38,79,95,5,2
1278,INVE,Technology,Computer Hardware,NASDAQ,102.37,79,74,35,61
1279,BURL,Consumer Cyclical,Apparel Retail,NYSE,102.36,79,82,62,36
1280,EZPW,Financial Services,Credit Services,NASDAQ,102.33,79,74,52,45
1281,STIM,Healthcare,Diagnostics & Research,NASDAQ,102.32,79,97,26,6
1282,JELD,Industrials,Building Products & Equipment,NYSE,102.26,79,91,91,80
1283,TPH,Consumer Cyclical,Residential Construction,NYSE,102.25,79,84,84,90
1284,AUGX,Healthcare,Health Information Services,NASDAQ,102.23,79,91,99,99
1285,MTRN,Basic Materials,Other Industrial Metals & Mining,NYSE,102.22,79,77,80,73
1286,IMCR,Healthcare,Biotechnology,NASDAQ,102.16,79,88,40,60
1287,HCA,Healthcare,Medical Care Facilities,NYSE,102.15,79,81,47,75
1288,SHG,Financial Services,Banks—Regional,NYSE,102.11,79,81,60,57
1289,RYAN,Financial Services,Insurance—Specialty,NYSE,102.11,79,42,62,86
1290,SURG,Technology,Software—Application,NASDAQ,102.1,79,94,68,25
1291,PSO,Communication Services,Publishing,NYSE,102.08,79,65,79,68
1292,LZ,Industrials,Specialty Business Services,NASDAQ,102.07,79,54,83,44
1293,SE,Consumer Cyclical,Internet Retail,NYSE,102.06,79,16,18,9
1294,CTR,Financial Services,Asset Management,NYSE,102.06,79,77,83,72
1295,KIND,Communication Services,Internet Content & Information,NYSE,102.04,78,15,18,23
1296,ACV,Financial Services,Asset Management,NYSE,102.04,78,79,73,55
1297,GSK,Healthcare,Drug Manufacturers—General,NYSE,102.02,78,75,71,74
1298,GVA,Industrials,Engineering & Construction,NYSE,101.97,78,62,86,73
1299,WCN,Industrials,Waste Management,NYSE,101.94,78,75,60,56
1300,BK,Financial Services,Asset Management,NYSE,101.9,78,84,77,64
1301,JEF,Financial Services,Capital Markets,NYSE,101.89,78,78,70,80
1302,LFMDP,Healthcare,Pharmaceutical Retailers,NASDAQ,101.88,78,64,83,89
1303,SYF,Financial Services,Credit Services,NYSE,101.87,78,83,66,46
1304,DCPH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,101.86,78,66,40,33
1305,PLUR,Healthcare,Biotechnology,NASDAQ,101.86,78,36,21,15
1306,SPRO,Healthcare,Biotechnology,NASDAQ,101.85,78,44,25,30
1307,ABUS,Healthcare,Biotechnology,NASDAQ,101.82,78,66,28,29
1308,SOVO,Consumer Defensive,Packaged Foods,NASDAQ,101.8,78,81,91,95
1309,AVAV,Industrials,Aerospace & Defense,NASDAQ,101.79,78,75,94,87
1310,DOCN,Technology,Software—Infrastructure,NYSE,101.79,78,86,52,13
1311,CACI,Technology,Information Technology Services,NYSE,101.79,78,62,73,71
1312,RS,Basic Materials,Steel,NYSE,101.77,78,71,75,81
1313,CSX,Industrials,Railroads,NASDAQ,101.75,78,76,76,45
1314,SIMO,Technology,Semiconductors,NASDAQ,101.75,78,59,46,20
1315,VEEV,Healthcare,Health Information Services,NYSE,101.74,78,67,38,88
1316,BKE,Consumer Cyclical,Apparel Retail,NYSE,101.74,78,72,82,49
1317,HMC,Consumer Cyclical,Auto Manufacturers,NYSE,101.74,78,75,71,88
1318,TGTX,Healthcare,Biotechnology,NASDAQ,101.69,78,80,81,28
1319,RSVR,Communication Services,Entertainment,NASDAQ,101.66,78,73,56,33
1320,KTB,Consumer Cyclical,Apparel Manufacturing,NYSE,101.64,78,83,88,62
1321,ZEUS,Basic Materials,Steel,NASDAQ,101.63,78,88,87,90
1322,BBDC,Financial Services,Credit Services,NYSE,101.63,78,68,76,82
1323,FITB,Financial Services,Banks—Regional,NASDAQ,101.63,78,82,69,37
1324,CPRX,Healthcare,Biotechnology,NASDAQ,101.6,78,33,65,39
1325,NCLH,Consumer Cyclical,Travel Services,NYSE,101.6,78,79,76,67
1326,UTZ,Consumer Defensive,Packaged Foods,NYSE,101.59,78,84,25,26
1327,IIPR,Real Estate,REIT—Industrial,NYSE,101.55,78,78,43,71
1328,QRVO,Technology,Semiconductors,NASDAQ,101.54,78,65,49,53
1329,VINE,Consumer Defensive,Beverages—Wineries & Distilleries,NYSE MKT,101.51,78,89,88,8
1330,ULTA,Consumer Cyclical,Specialty Retail,NASDAQ,101.49,78,74,76,37
1331,LITM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,101.46,78,8,1,20
1332,GHC,Consumer Defensive,Education & Training Services,NYSE,101.43,78,76,74,53
1333,SF,Financial Services,Capital Markets,NYSE,101.42,78,81,54,76
1334,WWD,Industrials,Aerospace & Defense,NASDAQ,101.41,78,73,88,90
1335,CREG,Utilities,Utilities—Renewable,NASDAQ,101.37,78,62,15,6
1336,PFSI,Financial Services,Mortgage Finance,NYSE,101.36,78,88,89,84
1337,DFS,Financial Services,Credit Services,NYSE,101.36,78,70,51,26
1338,NTIC,Basic Materials,Specialty Chemicals,NASDAQ,101.34,78,56,26,78
1339,SPNS,Technology,Software—Application,NASDAQ,101.33,78,54,75,93
1340,AEVA,Consumer Cyclical,Auto Parts,NYSE,101.31,78,53,5,8
1341,XHR,Real Estate,REIT—Hotel & Motel,NYSE,101.3,78,54,43,28
1342,ROIV,Healthcare,Biotechnology,NASDAQ,101.25,78,67,77,97
1343,CALT,Healthcare,Biotechnology,NASDAQ,101.25,78,72,69,28
1344,TTD,Technology,Software—Application,NASDAQ,101.24,78,41,59,94
1345,WF,Financial Services,Banks—Regional,NYSE,101.24,78,77,77,58
1346,ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,101.2,78,51,41,80
1347,FUSB,Financial Services,Banks—Regional,NASDAQ,101.19,78,83,77,69
1348,MTH,Consumer Cyclical,Residential Construction,NYSE,101.17,78,76,90,91
1349,FYBR,Communication Services,Telecom Services,NASDAQ,101.13,78,74,87,13
1350,CNTX,Healthcare,Biotechnology,NASDAQ,101.12,78,74,31,52
1351,RDCM,Communication Services,Telecom Services,NASDAQ,101.1,78,72,28,28
1352,WTM,Financial Services,Insurance—Property & Casualty,NYSE,101.09,78,64,70,78
1353,BHC,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,101.07,78,61,33,82
1354,STKL,Consumer Defensive,Packaged Foods,NASDAQ,101.05,78,71,37,5
1355,ZFOX,Technology,Software—Infrastructure,NASDAQ,101.05,78,67,5,7
1356,GM,Consumer Cyclical,Auto Manufacturers,NYSE,101.01,78,77,36,29
1357,BKNG,Consumer Cyclical,Travel Services,NASDAQ,101.0,77,85,86,94
1358,ATRO,Industrials,Aerospace & Defense,NASDAQ,100.98,77,71,80,92
1359,WEX,Technology,Software—Infrastructure,NYSE,100.94,77,75,46,85
1360,MA,Financial Services,Credit Services,NYSE,100.94,77,79,74,83
1361,DJCO,Technology,Software—Application,NASDAQ,100.93,77,64,84,73
1362,CB,Financial Services,Insurance—Property & Casualty,NYSE,100.92,77,78,80,70
1363,VIV,Communication Services,Telecom Services,NYSE,100.91,77,79,93,70
1364,ZWS,Industrials,Pollution & Treatment Controls,NYSE,100.89,77,79,82,83
1365,DDS,Consumer Cyclical,Department Stores,NYSE,100.87,77,77,73,43
1366,FARO,Technology,Scientific & Technical Instruments,NASDAQ,100.83,77,88,49,14
1367,EPAC,Industrials,Specialty Industrial Machinery,NYSE,100.8,77,77,76,76
1368,CMI,Industrials,Specialty Industrial Machinery,NYSE,100.8,77,63,48,60
1369,FATBB,Consumer Cyclical,Restaurants,NASDAQ,100.8,77,79,19,92
1370,HBI,Consumer Cyclical,Apparel Manufacturing,NYSE,100.78,77,36,17,24
1371,MCBS,Financial Services,Banks—Regional,NASDAQ,100.78,77,80,77,65
1372,ARCO,Consumer Cyclical,Restaurants,NYSE,100.78,77,91,94,87
1373,SUZ,Basic Materials,Paper & Paper Products,NYSE,100.77,77,63,75,75
1374,ACA,Industrials,Infrastructure Operations,NYSE,100.75,77,80,79,84
1375,VCTR,Financial Services,Asset Management,NASDAQ,100.72,77,69,62,80
1376,POST,Consumer Defensive,Packaged Foods,NYSE,100.71,77,75,51,52
1377,AOS,Industrials,Specialty Industrial Machinery,NYSE,100.7,77,69,82,79
1378,RIGL,Healthcare,Biotechnology,NASDAQ,100.69,77,62,30,24
1379,TNK,Energy,Oil & Gas Midstream,NYSE,100.68,77,91,90,82
1380,LPLA,Financial Services,Capital Markets,NASDAQ,100.67,77,76,46,82
1381,PNFP,Financial Services,Banks—Regional,NASDAQ,100.67,77,85,87,72
1382,EMO,Financial Services,Asset Management,NYSE,100.66,77,73,82,75
1383,OMGA,Healthcare,Biotechnology,NASDAQ,100.64,77,63,5,4
1384,MDV,Real Estate,REIT—Diversified,NYSE,100.64,77,76,85,78
1385,INVA,Healthcare,Biotechnology,NASDAQ,100.62,77,81,86,48
1386,IGIC,Financial Services,Insurance—Diversified,NASDAQ,100.61,77,91,93,92
1387,BCAB,Healthcare,Biotechnology,NASDAQ,100.6,77,26,5,7
1388,MCI,Financial Services,Asset Management,NYSE,100.6,77,79,86,78
1389,AVAL,Financial Services,Banks—Regional,NYSE,100.59,77,69,47,49
1390,GD,Industrials,Aerospace & Defense,NYSE,100.58,77,74,80,46
1391,AME,Industrials,Specialty Industrial Machinery,NYSE,100.56,77,73,70,76
1392,EWBC,Financial Services,Banks—Diversified,NASDAQ,100.56,77,82,82,36
1393,CKX,Energy,Oil & Gas E&P,NYSE MKT,100.52,77,82,84,89
1394,ROCK,Industrials,Building Products & Equipment,NASDAQ,100.52,77,88,85,94
1395,CHKP,Technology,Software—Infrastructure,NASDAQ,100.51,77,83,80,74
1396,KODK,Industrials,Specialty Business Services,NYSE,100.47,77,24,30,35
1397,HITI,Healthcare,Pharmaceutical Retailers,NASDAQ,100.47,77,83,78,91
1398,JHG,Financial Services,Asset Management,NYSE,100.42,77,72,52,63
1399,CENX,Basic Materials,Aluminum,NASDAQ,100.41,77,88,35,27
1400,ATEX,Communication Services,Telecom Services,NASDAQ,100.4,77,37,80,49
1401,PEB,Real Estate,REIT—Hotel & Motel,NYSE,100.39,77,69,33,53
1402,ADEA,Technology,Software—Application,NASDAQ,100.39,77,90,51,66
1403,LIN,Basic Materials,Specialty Chemicals,NASDAQ,100.39,77,67,79,83
1404,ITCI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,100.38,77,81,81,73
1405,TTEK,Industrials,Engineering & Construction,NASDAQ,100.38,77,63,75,67
1406,BLK,Financial Services,Asset Management,NYSE,100.37,77,77,79,66
1407,EBR,Utilities,Utilities—Regulated Electric,NYSE,100.37,77,70,86,37
1408,SXC,Basic Materials,Coking Coal,NYSE,100.37,77,86,75,84
1409,HAYN,Industrials,Metal Fabrication,NASDAQ,100.36,77,75,41,61
1410,HTGC,Financial Services,Asset Management,NYSE,100.34,77,71,57,84
1411,HSII,Industrials,Staffing & Employment Services,NASDAQ,100.34,77,75,62,30
1412,AFMD,Healthcare,Biotechnology,NASDAQ,100.3,77,46,11,5
1413,CM,Financial Services,Banks—Diversified,NYSE,100.29,77,75,70,42
1414,BTCM,Technology,Information Technology Services,NYSE,100.29,77,77,96,50
1415,EFXT,Energy,Oil & Gas Equipment & Services,NYSE,100.28,77,27,14,57
1416,AM,Energy,Oil & Gas Midstream,NYSE,100.27,77,66,88,81
1417,NGD,Basic Materials,Gold,NYSE MKT,100.26,77,60,93,56
1418,AMJ,Exchange Traded Fund,USA,NYSE ARCA,100.25,77,73,84,79
1419,TEO,Communication Services,Telecom Services,NYSE,100.24,76,91,97,63
1420,PDD,Consumer Cyclical,Internet Retail,NASDAQ,100.23,76,91,97,87
1421,AMUB,Exchange Traded Fund,USA,NYSE ARCA,100.22,76,74,83,79
1422,CUK,Consumer Cyclical,Leisure,NYSE,100.21,76,90,93,93
1423,SHOO,Consumer Cyclical,Footwear & Accessories,NASDAQ,100.17,76,81,81,57
1424,EQIX,Real Estate,REIT—Specialty,NASDAQ,100.17,76,70,80,76
1425,LOB,Financial Services,Banks—Regional,NYSE,100.16,76,80,85,74
1426,FBP,Financial Services,Banks—Regional,NYSE,100.15,76,81,85,67
1427,ARDC,Financial Services,Asset Management,NYSE,100.14,76,73,79,78
1428,LPG,Energy,Oil & Gas Midstream,NYSE,100.13,76,84,98,95
1429,GBIO,Healthcare,Biotechnology,NASDAQ,100.13,76,32,2,48
1430,NR,Energy,Oil & Gas Equipment & Services,NYSE,100.11,76,72,96,97
1431,ORGS,Healthcare,Biotechnology,NASDAQ,100.11,76,2,6,4
1432,ACNT,Basic Materials,Steel,NASDAQ,100.1,76,61,25,21
1433,AVY,Industrials,Business Equipment & Supplies,NYSE,100.1,76,70,75,68
1434,MACK,Healthcare,Biotechnology,NASDAQ,100.1,76,61,73,93
1435,TCOM,Consumer Cyclical,Travel Services,NASDAQ,100.05,76,58,40,73
1436,BPOP,Financial Services,Banks—Regional,NASDAQ,100.04,76,87,86,63
1437,FIS,Technology,Information Technology Services,NYSE,100.03,76,64,57,36
1438,NEXA,Basic Materials,Other Industrial Metals & Mining,NYSE,100.0,76,83,45,78
1439,ZETA,Technology,Software—Application,NYSE,100.0,76,68,44,39
1440,SPY,--- Reference ---,USA,--- Reference ---,100.0,76,76,77,76
1441,BJRI,Consumer Cyclical,Restaurants,NASDAQ,99.98,76,76,68,40
1442,MTX,Basic Materials,Specialty Chemicals,NYSE,99.98,76,71,75,44
1443,VRRM,Industrials,Infrastructure Operations,NASDAQ,99.98,76,84,87,63
1444,WUCT,n/a,n/a,NYSE ARCA,99.97,76,77,74,73
1445,NSC,Industrials,Railroads,NYSE,99.95,76,77,70,29
