Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
4748,GSUN,Consumer Defensive,Education & Training Services,NASDAQ,72.77,22,72,7,8
4749,LILMW,Industrials,Aerospace & Defense,NASDAQ,72.77,22,16,71,96
4750,RVPH,Healthcare,Biotechnology,NASDAQ,72.76,22,15,27,89
4751,CRGO,Industrials,Integrated Freight & Logistics,NASDAQ,72.72,22,53,65,9
4752,ELME,Real Estate,REIT—Office,NYSE,72.71,22,29,24,25
4753,GRTX,Healthcare,Biotechnology,NASDAQ,72.7,22,11,2,0
4754,TGNA,Communication Services,Broadcasting,NYSE,72.69,22,30,36,29
4755,GCTK,Healthcare,Medical Instruments & Supplies,NASDAQ,72.69,22,13,19,5
4756,VVX,Industrials,Aerospace & Defense,NYSE,72.68,22,18,51,83
4757,FRAF,Financial Services,Banks—Regional,NASDAQ,72.68,22,53,83,43
4758,GNSS,Technology,Scientific & Technical Instruments,NASDAQ,72.68,22,12,8,82
4759,MXC,Energy,Oil & Gas E&P,NYSE MKT,72.67,22,18,24,56
4760,HFFG,Consumer Defensive,Food Distribution,NASDAQ,72.65,22,55,86,72
4761,APLD,Financial Services,Capital Markets,NASDAQ,72.64,22,54,96,98
4762,SGRY,Healthcare,Medical Care Facilities,NASDAQ,72.62,22,63,64,57
4763,HLIO,Industrials,Specialty Industrial Machinery,NYSE,72.62,22,13,14,42
4764,ORA,Utilities,Utilities—Renewable,NYSE,72.61,22,24,25,27
4765,FLNT,Communication Services,Advertising Agencies,NASDAQ,72.57,22,26,13,10
4766,VABK,Financial Services,Banks—Regional,NASDAQ,72.53,22,29,79,53
4767,AMBA,Technology,Semiconductor Equipment & Materials,NASDAQ,72.53,22,21,23,18
4768,ACCD,Healthcare,Health Information Services,NASDAQ,72.53,22,82,20,82
4769,MXL,Technology,Semiconductors,NASDAQ,72.51,22,21,14,13
4770,FSM,Basic Materials,Silver,NYSE,72.5,22,32,87,27
4771,OFIX,Healthcare,Medical Devices,NASDAQ,72.5,22,28,9,47
4772,BIIB,Healthcare,Drug Manufacturers—General,NASDAQ,72.5,22,27,26,44
4773,HSY,Consumer Defensive,Confectioners,NYSE,72.49,22,26,25,30
4774,MNSO,Consumer Cyclical,Specialty Retail,NYSE,72.48,22,18,82,99
4775,APD,Basic Materials,Specialty Chemicals,NYSE,72.47,22,26,34,75
4776,SNPO,Technology,Electronics & Computer Distribution,NASDAQ,72.47,22,25,23,33
4777,TPTA,n/a,n/a,NYSE,72.44,22,26,44,57
4778,LILM,Industrials,Aerospace & Defense,NASDAQ,72.42,22,44,43,31
4779,DXC,Technology,Information Technology Services,NYSE,72.41,22,32,48,20
4780,CVKD,Healthcare,Biotechnology,NASDAQ,72.4,22,97,3,4
4781,PTIX,Healthcare,Biotechnology,NASDAQ,72.38,22,16,5,46
4782,GTY,Real Estate,REIT—Retail,NYSE,72.36,22,24,39,34
4783,CPSS,Financial Services,Credit Services,NASDAQ,72.36,22,21,32,22
4784,ATXG,Industrials,Integrated Freight & Logistics,NASDAQ,72.35,22,20,35,96
4785,DRTS,Healthcare,Biotechnology,NASDAQ,72.33,22,33,27,26
4786,QS,Consumer Cyclical,Auto Parts,NYSE,72.32,22,49,39,40
4787,MOMO,Communication Services,Internet Content & Information,NASDAQ,72.25,22,12,30,55
4788,EFC,Real Estate,REIT—Mortgage,NYSE,72.24,22,33,51,55
4789,AP,Industrials,Metal Fabrication,NYSE,72.24,22,20,34,56
4790,INST,Technology,Software—Application,NYSE,72.24,22,33,72,60
4791,ZTO,Industrials,Integrated Freight & Logistics,NYSE,72.24,22,9,27,36
4792,MGPI,Consumer Defensive,Beverages—Wineries & Distilleries,NASDAQ,72.23,22,20,28,70
4793,GME,Consumer Cyclical,Specialty Retail,NYSE,72.2,22,22,16,17
4794,INOD,Technology,Information Technology Services,NASDAQ,72.19,22,93,79,98
4795,MSB,Basic Materials,Steel,NYSE,72.18,22,43,29,36
4796,DNMR,Basic Materials,Specialty Chemicals,NYSE,72.17,22,2,7,17
4797,WPC,Real Estate,REIT—Diversified,NYSE,72.17,22,32,38,24
4798,ASXC,Healthcare,Medical Devices,NYSE MKT,72.16,22,20,11,10
4799,ICMB,Financial Services,Asset Management,NASDAQ,72.16,22,29,35,56
4800,KOS,Energy,Oil & Gas E&P,NYSE,72.14,22,19,33,80
4801,GETR,Technology,Software - Application,NYSE,72.14,22,17,2,9
4802,RILYZ,n/a,n/a,NASDAQ,72.14,22,14,28,68
4803,DAO,Consumer Defensive,Education & Training Services,NYSE,72.11,22,12,27,14
4804,WALD,Technology,Software—Application,NASDAQ,72.08,22,22,83,25
4805,MBCN,Financial Services,Banks—Regional,NASDAQ,72.08,22,35,75,38
4806,TISI,Industrials,Specialty Business Services,NYSE,72.07,22,30,35,74
4807,FNV,Basic Materials,Gold,NYSE,72.07,22,17,20,58
4808,SELF,Real Estate,REIT—Industrial,NASDAQ,72.05,21,25,38,46
4809,RFL,Real Estate,Real Estate Services,NYSE,72.05,21,30,30,75
4810,POCI,Healthcare,Medical Instruments & Supplies,NASDAQ,72.03,21,37,45,39
4811,BRLT,Consumer Cyclical,Luxury Goods,NASDAQ,72.01,21,28,15,15
4812,DAN,Consumer Cyclical,Auto Parts,NYSE,71.96,21,37,30,57
4813,PNM,Utilities,Utilities—Regulated Electric,NYSE,71.96,21,17,34,40
4814,CLVT,Technology,Information Technology Services,NYSE,71.9,21,82,41,18
4815,SOHON,Real Estate,REIT—Hotel & Motel,NASDAQ,71.89,21,19,32,52
4816,GERN,Healthcare,Biotechnology,NASDAQ,71.89,21,17,18,25
4817,FKWL,Technology,Communication Equipment,NASDAQ,71.89,21,18,28,32
4818,NEXI,Healthcare,Biotechnology,NASDAQ,71.86,21,98,6,6
4819,ABIO,Healthcare,Biotechnology,NASDAQ,71.83,21,19,31,42
4820,SIBN,Healthcare,Medical Devices,NASDAQ,71.81,21,51,45,79
4821,FLL,Consumer Cyclical,Resorts & Casinos,NASDAQ,71.79,21,25,26,11
4822,ZIP,Industrials,Staffing & Employment Services,NYSE,71.79,21,34,26,33
4823,MIMO,Communication Services,Telecom Services,NYSE MKT,71.78,21,19,9,2
4824,SNDL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,71.75,21,19,21,87
4825,LUXH,Consumer Cyclical,Lodging,NASDAQ,71.75,21,94,97,95
4826,HOUR,Consumer Cyclical,Internet Retail,NASDAQ,71.74,21,15,18,15
4827,EGBN,Financial Services,Banks—Regional,NASDAQ,71.72,21,34,31,17
4828,PAYO,Technology,Software—Infrastructure,NASDAQ,71.71,21,23,32,86
4829,YTRA,Consumer Cyclical,Travel Services,NASDAQ,71.69,21,25,13,75
4830,PMD,Healthcare,Diagnostics & Research,NASDAQ,71.66,21,23,14,15
4831,WASH,Financial Services,Banks—Regional,NASDAQ,71.66,21,30,29,18
4832,CZR,Consumer Cyclical,Resorts & Casinos,NASDAQ,71.64,21,31,27,76
4833,EGAN,Technology,Software—Application,NASDAQ,71.63,21,68,82,22
4834,AIRT,Industrials,Integrated Freight & Logistics,NASDAQ,71.62,21,13,17,71
4835,BWNB,n/a,n/a,NYSE,71.62,21,21,31,54
4836,ENR,Industrials,Electrical Equipment & Parts,NYSE,71.59,21,29,32,73
4837,BOOM,Energy,Oil & Gas Equipment & Services,NASDAQ,71.59,21,21,18,94
4838,PAC,Industrials,Airports & Air Services,NYSE,71.58,21,62,30,69
4839,BYND,Consumer Defensive,Packaged Foods,NASDAQ,71.57,21,9,16,14
4840,GPRK,Energy,Oil & Gas E&P,NYSE,71.52,21,18,22,23
4841,GPMT,Real Estate,REIT—Mortgage,NYSE,71.5,21,61,53,36
4842,HYFM,Industrials,Farm & Heavy Construction Machinery,NASDAQ,71.48,21,18,17,55
4843,HTHT,Consumer Cyclical,Lodging,NASDAQ,71.45,21,15,26,36
4844,FFIC,Financial Services,Banks—Regional,NASDAQ,71.44,21,72,45,24
4845,BEPC,Utilities,Utilities—Renewable,NYSE,71.42,21,38,39,23
4846,NFGC,Basic Materials,Gold,NYSE MKT,71.42,21,17,28,57
4847,PGRU,Real Estate,Real Estate Services,NYSE,71.41,21,19,19,36
4848,TDF,Financial Services,Asset Management,NYSE,71.4,21,16,31,32
4849,PRT,Energy,Oil & Gas E&P,NYSE,71.39,21,15,21,64
4850,AE,Energy,Oil & Gas Refining & Marketing,NYSE MKT,71.37,21,12,15,50
4851,VOXR,Basic Materials,Other Precious Metals & Mining,NASDAQ,71.36,21,17,37,24
4852,IMRN,Healthcare,Biotechnology,NASDAQ,71.33,21,32,68,49
4853,KRNT,Industrials,Specialty Industrial Machinery,NASDAQ,71.32,21,23,24,25
4854,DSGN,Healthcare,Biotechnology,NASDAQ,71.31,21,10,9,2
4855,ARTL,Healthcare,Biotechnology,NASDAQ,71.28,21,20,15,13
4856,FLIC,Financial Services,Banks—Regional,NASDAQ,71.27,21,40,27,28
4857,AES,Utilities,Utilities—Diversified,NYSE,71.26,21,27,32,18
4858,ASRV,Financial Services,Banks—Regional,NASDAQ,71.26,21,60,38,35
4859,PTN,Healthcare,Biotechnology,NYSE MKT,71.24,21,95,38,13
4860,ADIL,Healthcare,Biotechnology,NASDAQ,71.18,21,1,3,4
4861,ZEPP,Technology,Consumer Electronics,NYSE,71.18,21,27,91,29
4862,HUDAR,n/a,n/a,NASDAQ,71.15,21,13,42,91
4863,BEEM,Technology,Solar,NASDAQ,71.11,21,26,6,9
4864,CLPR,Real Estate,REIT—Residential,NYSE,71.11,21,31,33,40
4865,APPN,Technology,Software—Infrastructure,NASDAQ,71.1,21,17,28,80
4866,CHMI,Real Estate,REIT—Mortgage,NYSE,71.09,21,29,34,21
4867,RMNI,Technology,Software—Application,NASDAQ,71.09,21,47,56,7
4868,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,71.03,21,23,21,43
4869,AQN,Utilities,Utilities—Renewable,NYSE,70.97,20,26,28,27
4870,DOC,Real Estate,REIT—Healthcare Facilities,NYSE,70.97,20,27,26,29
4871,ARKO,Consumer Cyclical,Specialty Retail,NASDAQ,70.96,20,40,49,27
4872,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,70.95,20,28,80,88
4873,VOR,Healthcare,Biotechnology,NASDAQ,70.91,20,22,12,5
4874,PAAS,Basic Materials,Silver,NYSE,70.91,20,21,52,51
4875,MBUU,Consumer Cyclical,Recreational Vehicles,NASDAQ,70.9,20,25,27,26
4876,SKLZ,Communication Services,Electronic Gaming & Multimedia,NYSE,70.89,20,11,12,6
4877,NEE,Utilities,Utilities—Regulated Electric,NYSE,70.87,20,22,23,28
4878,XIN,Real Estate,Real Estate—Development,NYSE,70.83,20,14,21,17
4879,SAGE,Healthcare,Biotechnology,NASDAQ,70.82,20,22,14,5
4880,NTR,Basic Materials,Agricultural Inputs,NYSE,70.82,20,18,22,32
4881,BRT,Real Estate,REIT—Residential,NYSE,70.77,20,30,53,36
4882,CVU,Industrials,Aerospace & Defense,NYSE MKT,70.76,20,19,15,93
4883,AA,Basic Materials,Aluminum,NYSE,70.74,20,27,16,14
4884,CYH,Healthcare,Medical Care Facilities,NYSE,70.71,20,74,15,21
4885,XEL,Utilities,Utilities—Regulated Electric,NASDAQ,70.7,20,30,51,27
4886,IART,Healthcare,Medical Devices,NASDAQ,70.69,20,25,40,25
4887,DSWL,Technology,Electronic Components,NASDAQ,70.68,20,26,53,32
4888,PBHC,Financial Services,Banks—Regional,NASDAQ,70.68,20,28,28,23
4889,AIU,Consumer Defensive,Education & Training Services,NYSE,70.65,20,31,49,50
4890,PWOD,Financial Services,Banks—Regional,NASDAQ,70.62,20,24,22,51
4891,VEEE,Consumer Cyclical,Recreational Vehicles,NASDAQ,70.62,20,17,18,15
4892,FENG,Communication Services,Internet Content & Information,NYSE,70.6,20,19,19,6
4893,GBTG,Technology,Software—Application,NYSE,70.6,20,39,47,22
4894,TDC,Technology,Software—Infrastructure,NYSE,70.52,20,69,83,79
4895,RILYT,n/a,n/a,NASDAQ,70.5,20,16,28,70
4896,HIFS,Financial Services,Banks—Regional,NASDAQ,70.49,20,28,18,23
4897,SENS,Healthcare,Medical Devices,NYSE MKT,70.48,20,20,27,12
4898,CLOV,Healthcare,Healthcare Plans,NASDAQ,70.46,20,33,24,84
4899,INDB,Financial Services,Banks—Regional,NASDAQ,70.46,20,36,44,25
4900,BFLY,Healthcare,Medical Devices,NYSE,70.45,20,9,5,14
4901,SMP,Consumer Cyclical,Auto Parts,NYSE,70.44,20,66,55,45
4902,LAND,Real Estate,REIT—Industrial,NASDAQ,70.43,20,22,29,24
4903,HCAT,Healthcare,Health Information Services,NASDAQ,70.43,20,36,12,51
4904,KE,Industrials,Electrical Equipment & Parts,NASDAQ,70.42,20,32,39,86
4905,CUBA,Financial Services,Asset Management,NASDAQ,70.41,20,19,16,33
4906,CKPT,Healthcare,Biotechnology,NASDAQ,70.36,20,15,66,7
4907,GLDG,Basic Materials,Gold,NYSE MKT,70.35,20,26,67,21
4908,RWT,Real Estate,REIT—Mortgage,NYSE,70.33,20,33,46,78
4909,LILAK,Communication Services,Telecom Services,NASDAQ,70.3,20,25,27,76
4910,U,Technology,Software—Application,NYSE,70.3,20,65,32,75
4911,SGMA,Technology,Electronic Components,NASDAQ,70.28,20,23,17,52
4912,ANVS,Healthcare,Biotechnology,NYSE,70.26,20,56,24,24
4913,PMTS,Financial Services,Credit Services,NASDAQ,70.22,20,15,16,20
4914,MTW,Industrials,Farm & Heavy Construction Machinery,NYSE,70.21,20,71,68,78
4915,DXR,Healthcare,Medical Instruments & Supplies,NASDAQ,70.15,20,28,25,44
4916,EPM,Energy,Oil & Gas E&P,NYSE MKT,70.15,20,17,21,89
4917,EVC,Communication Services,Broadcasting,NYSE,70.12,20,22,36,18
4918,TFFP,Healthcare,Biotechnology,NASDAQ,70.11,20,7,17,5
4919,DRD,Basic Materials,Gold,NYSE,70.11,20,21,62,87
4920,XGN,Healthcare,Diagnostics & Research,NASDAQ,70.1,20,36,17,19
4921,JMSB,Financial Services,Banks—Regional,NASDAQ,70.1,20,29,28,22
4922,PFS,Financial Services,Banks—Regional,NYSE,70.09,20,31,30,21
4923,CTGO,Basic Materials,Gold,NYSE MKT,70.08,20,19,36,11
4924,GAMB,Consumer Cyclical,Gambling,NASDAQ,70.07,20,18,26,94
4925,INSE,Consumer Cyclical,Gambling,NASDAQ,70.06,20,16,10,38
4926,CIO,Real Estate,REIT—Office,NYSE,70.01,20,38,32,17
4927,TRX,Basic Materials,Gold,NYSE MKT,69.97,20,14,54,34
4928,APTV,Consumer Cyclical,Auto Parts,NYSE,69.96,20,27,22,54
4929,CVGI,Consumer Cyclical,Auto Parts,NASDAQ,69.94,20,21,26,68
4930,SOHOB,Real Estate,REIT—Hotel & Motel,NASDAQ,69.94,20,18,31,58
4931,OPAD,Real Estate,Real Estate Services,NYSE,69.93,20,54,72,72
4932,FIVN,Technology,Software—Infrastructure,NASDAQ,69.9,19,71,84,43
4933,PROF,Healthcare,Medical Devices,NASDAQ,69.87,19,19,84,76
4934,ALTO,Basic Materials,Specialty Chemicals,NASDAQ,69.87,19,9,25,95
4935,CBRL,Consumer Cyclical,Restaurants,NASDAQ,69.86,19,40,24,18
4936,NEXT,Energy,Oil & Gas E&P,NASDAQ,69.84,19,33,31,66
4937,SPRU,Technology,Solar,NYSE,69.84,19,15,9,34
4938,TBNK,Financial Services,Banks—Regional,NASDAQ,69.82,19,34,12,10
4939,CAN,Technology,Computer Hardware,NASDAQ,69.8,19,7,17,18
4940,INDI,Technology,Semiconductor Equipment & Materials,NASDAQ,69.8,19,27,33,16
4941,SOHOO,Real Estate,REIT—Hotel & Motel,NASDAQ,69.77,19,18,38,52
4942,VIR,Healthcare,Biotechnology,NASDAQ,69.76,19,12,9,4
4943,CODX,Healthcare,Medical Devices,NASDAQ,69.75,19,21,27,14
4944,CMCL,Basic Materials,Gold,NYSE MKT,69.74,19,23,76,27
4945,ASTC,Industrials,Aerospace & Defense,NASDAQ,69.72,19,15,18,28
4946,CTXR,Healthcare,Biotechnology,NASDAQ,69.69,19,11,20,13
4947,GUT,Financial Services,Asset Management,NYSE,69.65,19,19,29,41
4948,HTLD,Industrials,Trucking,NASDAQ,69.63,19,27,31,47
4949,TMP,Financial Services,Banks—Regional,NYSE MKT,69.63,19,21,40,17
4950,SHCR,Healthcare,Health Information Services,NASDAQ,69.57,19,23,15,5
4951,OUST,Technology,Electronic Components,NYSE,69.54,19,34,23,9
4952,SKE,Basic Materials,Other Industrial Metals & Mining,NYSE,69.52,19,42,31,31
4953,IPGP,Technology,Semiconductor Equipment & Materials,NASDAQ,69.51,19,34,36,46
4954,WBA,Healthcare,Pharmaceutical Retailers,NASDAQ,69.49,19,20,16,10
4955,SSKN,Healthcare,Medical Devices,NASDAQ,69.49,19,17,13,11
4956,LILA,Communication Services,Telecom Services,NASDAQ,69.48,19,24,26,76
4957,GTE,Energy,Oil & Gas E&P,NYSE MKT,69.45,19,14,26,26
4958,EQNR,Energy,Oil & Gas Integrated,NYSE,69.42,19,27,45,61
4959,TSAT,Technology,Communication Equipment,NASDAQ,69.41,19,38,74,99
4960,IMRX,Healthcare,Biotechnology,NASDAQ,69.38,19,25,78,49
4961,PRPH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,69.38,19,20,21,7
4962,CDZI,Utilities,Utilities—Regulated Water,NASDAQ,69.36,19,14,31,88
4963,KNDI,Consumer Cyclical,Auto Parts,NASDAQ,69.35,19,22,34,85
4964,HAFC,Financial Services,Banks—Regional,NASDAQ,69.35,19,28,39,27
4965,VMI,Industrials,Conglomerates,NYSE,69.32,19,30,22,24
4966,SMR,Utilities,Utilities—Renewable,NYSE,69.29,19,8,4,9
4967,PSTV,Healthcare,Biotechnology,NASDAQ,69.27,19,27,8,2
4968,NVAX,Healthcare,Biotechnology,NASDAQ,69.26,19,5,11,19
4969,AVD,Basic Materials,Agricultural Inputs,NYSE,69.24,19,19,11,13
4970,TUSK,Industrials,Conglomerates,NASDAQ,69.24,19,13,33,61
4971,SAFE,Real Estate,REIT—Diversified,NYSE,69.23,19,26,22,7
4972,VC,Consumer Cyclical,Auto Parts,NASDAQ,69.21,19,28,24,43
4973,SITM,Technology,Semiconductors,NASDAQ,69.19,19,32,32,48
4974,YUMC,Consumer Cyclical,Restaurants,NYSE,69.19,19,11,17,37
4975,AGE,Healthcare,Biotechnology,NYSE MKT,69.16,19,10,9,87
4976,GSM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,69.16,19,65,86,72
4977,CIM,Real Estate,REIT—Mortgage,NYSE,69.15,19,28,42,71
4978,LTRX,Technology,Communication Equipment,NASDAQ,69.14,19,93,91,81
4979,STAA,Healthcare,Medical Instruments & Supplies,NASDAQ,69.12,19,8,11,16
4980,ENCPU,Financial Services,Shell Companies,NASDAQ,69.12,19,58,73,55
4981,CODA,Industrials,Aerospace & Defense,NASDAQ,69.09,19,13,20,70
4982,CRSR,Technology,Computer Hardware,NASDAQ,69.07,19,22,21,39
4983,NTRB,Healthcare,Biotechnology,NASDAQ,69.05,19,31,20,29
4984,PGC,Financial Services,Banks—Regional,NASDAQ,69.04,19,35,25,25
4985,LUNG,Healthcare,Medical Devices,NASDAQ,69.02,19,89,86,54
4986,EWCZ,Consumer Defensive,Household & Personal Products,NASDAQ,69.02,19,25,31,61
4987,PLOW,Consumer Cyclical,Auto Parts,NYSE,69.01,19,22,28,46
4988,QLI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,69.01,19,23,6,19
4989,CALX,Technology,Software—Application,NYSE,68.99,19,22,19,25
4990,BTE,Energy,Oil & Gas E&P,NYSE,68.96,19,14,29,77
4991,CANF,Healthcare,Biotechnology,NYSE MKT,68.95,19,20,16,21
4992,BMRC,Financial Services,Banks—Regional,NASDAQ,68.93,19,38,37,23
4993,ISDR,Technology,Software—Application,NYSE MKT,68.93,19,14,15,45
4994,PETZ,Consumer Defensive,Packaged Foods,NASDAQ,68.89,18,14,35,20
4995,OB,Communication Services,Internet Content & Information,NASDAQ,68.88,18,31,28,88
4996,CWEN,Utilities,Utilities—Renewable,NYSE,68.87,18,27,33,18
4997,SJW,Utilities,Utilities—Regulated Water,NYSE,68.87,18,21,43,30
4998,DTIL,Healthcare,Biotechnology,NASDAQ,68.85,18,11,12,4
4999,RSVRW,Communication Services,Entertainment,NASDAQ,68.84,18,76,38,22
5000,UAN,Basic Materials,Agricultural Inputs,NYSE,68.81,18,19,19,23
5001,CTDD,n/a,n/a,NYSE,68.79,18,13,17,16
5002,PERF,Technology,Software—Application,NYSE,68.77,18,11,10,10
5003,AG,Basic Materials,Silver,NYSE,68.76,18,21,46,24
5004,EXAS,Healthcare,Diagnostics & Research,NASDAQ,68.75,18,30,44,92
5005,RICK,Consumer Cyclical,Restaurants,NASDAQ,68.71,18,30,23,24
5006,AMBO,Consumer Defensive,Education & Training Services,NYSE MKT,68.71,18,11,21,13
5007,LUCD,Healthcare,Medical Devices,NASDAQ,68.67,18,57,28,33
5008,BNTX,Healthcare,Biotechnology,NASDAQ,68.66,18,23,21,35
5009,OFLX,Industrials,Specialty Industrial Machinery,NASDAQ,68.56,18,17,24,17
5010,RILYP,Financial Services,Financial Conglomerates,NASDAQ,68.55,18,27,21,74
5011,CELZ,Healthcare,Biotechnology,NASDAQ,68.54,18,20,36,80
5012,MKTX,Financial Services,Capital Markets,NASDAQ,68.54,18,22,41,20
5013,FNKO,Consumer Cyclical,Leisure,NASDAQ,68.53,18,32,20,10
5014,BGNE,Healthcare,Biotechnology,NASDAQ,68.47,18,12,34,62
5015,HUT,Financial Services,Capital Markets,NASDAQ,68.41,18,10,93,91
5016,GMAB,Healthcare,Biotechnology,NASDAQ,68.4,18,20,23,45
5017,NEM,Basic Materials,Gold,NYSE,68.35,18,18,45,32
5018,KALA,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,68.34,18,12,28,60
5019,CHGG,Consumer Defensive,Education & Training Services,NYSE,68.34,18,32,21,13
5020,GDEN,Consumer Cyclical,Resorts & Casinos,NASDAQ,68.29,18,54,40,23
5021,FSLY,Technology,Software—Application,NYSE,68.25,18,93,77,98
5022,BWA,Consumer Cyclical,Auto Parts,NYSE,68.24,18,29,25,71
5023,SOS,Technology,Software—Infrastructure,NYSE,68.24,18,14,43,34
5024,XMTR,Industrials,Specialty Industrial Machinery,NASDAQ,68.24,18,98,85,15
5025,SDPI,Energy,Oil & Gas Equipment & Services,NYSE MKT,68.2,18,16,18,29
5026,ALNY,Healthcare,Biotechnology,NASDAQ,68.2,18,29,27,53
5027,BEST,Industrials,Trucking,NYSE,68.16,18,22,41,38
5028,YOU,Technology,Software—Application,NYSE,68.16,18,25,31,23
5029,FUBO,Communication Services,Broadcasting,NYSE,68.14,18,75,94,86
5030,CEAD,Industrials,Farm & Heavy Construction Machinery,NASDAQ,68.14,18,13,11,40
5031,APA,Energy,Oil & Gas E&P,NASDAQ,68.13,18,17,29,86
5032,ACLS,Technology,Semiconductor Equipment & Materials,NASDAQ,68.13,18,43,38,97
5033,DNA,Healthcare,Biotechnology,NYSE,68.11,18,16,17,78
5034,FLNG,Energy,Oil & Gas Midstream,NYSE,68.11,18,27,32,42
5035,DGLY,Industrials,Security & Protection Services,NASDAQ,68.11,18,10,6,11
5036,VICR,Technology,Electronic Components,NASDAQ,68.1,18,17,15,80
5037,LBAI,Financial Services,Banks—Regional,NASDAQ,67.98,18,30,29,22
5038,LVLU,Consumer Cyclical,Apparel Retail,NASDAQ,67.95,18,20,53,18
5039,ROKU,Communication Services,Entertainment,NASDAQ,67.94,18,86,96,91
5040,CCU,Consumer Defensive,Beverages—Brewers,NYSE,67.93,18,24,38,55
5041,GIPR,Real Estate,REIT—Diversified,NASDAQ,67.91,18,25,38,24
5042,EVLV,Industrials,Security & Protection Services,NASDAQ,67.89,18,63,42,98
5043,VXZ,Exchange Traded Fund,USA,BATS,67.85,18,14,20,15
5044,SCWO,Industrials,Pollution & Treatment Controls,NASDAQ,67.85,18,9,8,3
5045,PED,Energy,Oil & Gas E&P,NYSE MKT,67.83,18,15,27,69
5046,VLY,Financial Services,Banks—Regional,NASDAQ,67.78,18,49,51,39
5047,DHX,Industrials,Staffing & Employment Services,NYSE,67.69,18,9,12,17
5048,FF,Basic Materials,Chemicals,NYSE,67.62,18,13,20,27
5049,XTLB,Healthcare,Biotechnology,NASDAQ,67.6,18,23,51,18
5050,AY,Utilities,Utilities—Renewable,NASDAQ,67.59,18,26,25,29
5051,MKTW,Technology,Software—Application,NASDAQ,67.58,18,72,98,23
5052,VFC,Consumer Cyclical,Apparel Manufacturing,NYSE,67.57,18,25,26,17
5053,EDTK,Consumer Defensive,Education & Training Services,NASDAQ,67.57,18,16,21,23
5054,MOS,Basic Materials,Agricultural Inputs,NYSE,67.56,18,18,28,29
5055,CMLS,Communication Services,Broadcasting,NASDAQ,67.52,17,42,73,61
5056,CHRW,Industrials,Integrated Freight & Logistics,NASDAQ,67.52,17,19,40,33
5057,ALHC,Healthcare,Healthcare Plans,NASDAQ,67.51,17,26,82,10
5058,CTBB,Financial,Exchange Traded Fund,NYSE,67.51,17,13,17,15
5059,FET,Energy,Oil & Gas Equipment & Services,NYSE,67.48,17,18,24,36
5060,PRPO,Healthcare,Diagnostics & Research,NASDAQ,67.43,17,10,13,5
5061,HR,Real Estate,REIT—Healthcare Facilities,NYSE,67.4,17,26,28,23
5062,NXRT,Real Estate,REIT—Residential,NYSE,67.32,17,24,21,19
5063,TLRY,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,67.32,17,20,15,95
5064,MOLN,Healthcare,Biotechnology,NASDAQ,67.31,17,26,15,26
5065,UTMD,Healthcare,Medical Instruments & Supplies,NASDAQ,67.27,17,23,31,36
5066,REPX,Energy,Oil & Gas E&P,NYSE MKT,67.22,17,9,20,61
5067,CLAR,Consumer Cyclical,Leisure,NASDAQ,67.22,17,19,20,15
5068,CCRN,Healthcare,Medical Care Facilities,NASDAQ,67.22,17,36,22,30
5069,EHTH,Financial Services,Insurance Brokers,NASDAQ,67.21,17,29,87,80
5070,FWBI,Healthcare,Biotechnology,NASDAQ,67.2,17,5,3,0
5071,BRCC,Consumer Defensive,Packaged Foods,NYSE,67.17,17,37,25,18
5072,DLTH,Consumer Cyclical,Apparel Retail,NASDAQ,67.17,17,21,23,42
5073,TTNP,Healthcare,Biotechnology,NASDAQ,67.15,17,7,7,7
5074,THS,Consumer Defensive,Packaged Foods,NYSE,67.15,17,28,31,49
5075,CMPO,Industrials,Metal Fabrication,NASDAQ,67.13,17,19,24,64
5076,PMCB,Healthcare,Biotechnology,NASDAQ,67.13,17,25,27,26
5077,AVNS,Healthcare,Medical Devices,NYSE,67.11,17,17,34,20
5078,ALB,Basic Materials,Specialty Chemicals,NYSE,67.11,17,12,8,20
5079,DCOM,Financial Services,Banks—Regional,NASDAQ,67.1,17,40,39,30
5080,NWL,Consumer Defensive,Household & Personal Products,NASDAQ,67.08,17,27,18,26
5081,ADTN,Technology,Communication Equipment,NASDAQ,67.05,17,16,9,10
5082,HOLO,Technology,Electronic Components,NASDAQ,67.02,17,0,0,99
5083,CMTG,Real Estate,REIT—Mortgage,NYSE,67.01,17,36,59,32
5084,ITP,Basic Materials,Paper & Paper Products,NYSE MKT,67.0,17,7,14,17
5085,FNA,Healthcare,Medical Devices,NYSE,66.97,17,55,15,16
5086,BAER,Industrials,Security & Protection Services,NASDAQ,66.96,17,68,23,67
5087,PRME,Healthcare,Biotechnology,NASDAQ,66.96,17,10,8,25
5088,GOCO,Financial Services,Insurance Brokers,NASDAQ,66.91,17,23,36,84
5089,IBEX,Technology,Information Technology Services,NASDAQ,66.91,17,27,24,26
